Category,Company,Contact_webPage,Contact_email,Contact_phone,Model,YoM,MSN,TFHs_TFCs,Engines,F_B_E,OL_A_S,LU,AD
"Aircraft, (Jets and Turboprops)",Bombardier,"Regional One, http://www.myairlease.com/available/regional_one","Mr. C. Furlan, mailto:cfurlan@regionalone.com?Subject=Query%20for%20MSN%20291%20listed%20in%20myairlease.com",+1 305 759 0670,DHC8-311,1991,291,OR,PW123B,OR,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Cessna,"Potomac Aviation, http://www.myairlease.com/available/potomac_aviation","Mr. M. Adams, mailto:michael.adams@potomacaviation.net?Subject=Query%20for%20MSN%205080%20listed%20in%20myairlease.com",+1 336 682 5441,Cessna C208B-EX,2013,5080,3422/5520,PT6A-140,0/0/12,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Cessna,"Solenta Aviation, http://www.myairlease.com/available/solenta_aviation","Mr. M. Adams, mailto:michael.adams@solenta.com?Subject=Query%20for%20MSN%20485%20listed%20in%20myairlease.com",+27 11 707 4000,Cessna 208,1995,485,13700/16700,PT6A-114,0/0/12,OL/A,1604,IMM
"Aircraft, (Jets and Turboprops)",Cessna,"Ultimate Air, http://www.myairlease.com/available/ultimate_air","Mr. C. Munro, mailto:cmunro@cadg.com?Subject=Query%20for%20MSN%201168%20listed%20in%20myairlease.com",+27 834 127 744,Cessna C208B,2003,1168,OR,PT6A-114A,0/0/9,A,1604,IMM
"Aircraft, (Jets and Turboprops)",Cessna,"Ultimate Air, http://www.myairlease.com/available/ultimate_air","Mr. C. Munro, mailto:cmunro@cadg.com?Subject=Query%20for%20MSN%20890%20listed%20in%20myairlease.com",+27 834 127 744,Cessna C208B,2001,890,OR,PT6A-114A,0/0/9,A,1604,IMM
"Aircraft, (Jets and Turboprops)",Convair,"Aviation Jet Consultants, http://www.myairlease.com/available/aviation_jet_consultants","Mr. L. Nicholls, mailto:LNicholls@avjet.co.za?Subject=Query%20for%20MSN%20458%20listed%20in%20myairlease.com",+27 21 936 4400,Convair 580,1957,458,OR,Allison 501-D13,Freighter,A,1601,IMM
"Aircraft, (Jets and Turboprops)",Convair,"Titan Aviation Group, http://www.myairlease.com/available/titan_aviation_group","Mr. L. Nicholls, mailto:Laurence@thghelicopters.com?Subject=Query%20for%20MSN%20141%20listed%20in%20myairlease.com",+27 219 364 400,Convair 580,1953,141,OR,Allison 501-D13,OR,OL/A/S,1603,IMM
"Aircraft, (Jets and Turboprops)",Convair,"Titan Aviation Group, http://www.myairlease.com/available/titan_aviation_group","Mr. L. Nicholls, mailto:Laurence@thghelicopters.com?Subject=Query%20for%20MSN%2039%20listed%20in%20myairlease.com",+27 219 364 400,Convair 580,1952,39,OR,Allison 501-D13,OR,OL/A/S,1603,IMM
"Aircraft, (Jets and Turboprops)",Dornier,"Airflite, http://www.myairlease.com/available/airflite","Mr. J. Roberts, mailto:airflite.uk@gmail.com?Subject=Query%20for%20MSN%208037%20listed%20in%20myairlease.com",+44 7739 199700,Dornier 228-201,1984,8037,25423/26534,TPE331-5-252D,OR,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Dornier,"Airstream International, http://www.myairlease.com/available/airstream_international","Mr. I. Player, mailto:ivan@airstream.aero?Subject=Query%20for%20MSN%203101%20listed%20in%20myairlease.com",+44 1483 235 737,Dornier 328-110,1998,3101,26739/26362,PW119B,OR,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Dornier,"ASG Aviation Solutions, http://www.myairlease.com/available/asg","Mr. L. Schindler, mailto:lutz.schindler@asg.aero?Subject=Query%20for%20MSN%203023%20listed%20in%20myairlease.com",+49 6893 9638 751,Dornier 328-110,1995,3023,32800/29600,PW119B,0/0/31,OL/S,1602,IMM
"Aircraft, (Jets and Turboprops)",Dornier,"Propliner Aviation, http://www.myairlease.com/available/propliner_aviation","Mr. A. Dyer, mailto:ldyer@assetconversions.com?Subject=Query%20for%20MSN%2041080%20listed%20in%20myairlease.com",+1 404 644 1516,Dornier 328JET,2000,3136,15723/16297,PW306B,0/0/32,OL/S,1603,IMM
"Aircraft, (Jets and Turboprops)",Dornier,"Regional One, http://www.myairlease.com/available/regional_one","Mr. C. Furlan, mailto:cfurlan@regionalone.com?Subject=Query%20for%20MSN%203185%20listed%20in%20myairlease.com",+1 305 759 0670,Dornier 328JET,2001,3185,OR,PW306B,OR,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Dornier,"Regional One, http://www.myairlease.com/available/regional_one","Mr. C. Furlan, mailto:cfurlan@regionalone.com?Subject=Query%20for%20MSN%203145%20listed%20in%20myairlease.com",+1 305 759 0670,Dornier 328JET,2000,3145,OR,PW306B,OR,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"Aerotask, http://www.myairlease.com/available/aerotask","Mr. R. Sitta, mailto:fleet@aerotask.ae?Subject=Query%20for%20MSN%20145661%20listed%20in%20myairlease.com",+971 4 2500373,ERJ-135LR,2003,145661,15572/15394,AE 3007A1/3,0/0/42,A,1605,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"AeroVision International, http://www.myairlease.com/available/aerovision","Mr. J. Bardal, mailto:jbardal@aerovi.com?Subject=Query%20for%20MSN%20145773%20listed%20in%20myairlease.com",+1 817 807 7945,ERJ-145LR,2003,145773,13361/13271,AE 3007A1P,0/0/50,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"AeroVision International, http://www.myairlease.com/available/aerovision","Mr. J. Bardal, mailto:jbardal@aerovi.com?Subject=Query%20for%20MSN%20145767%20listed%20in%20myairlease.com",+1 817 807 7945,ERJ-145LR,2003,145767,13373/13261,AE 3007A1P,0/0/50,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"AeroVision International, http://www.myairlease.com/available/aerovision","Mr. J. Bardal, mailto:jbardal@aerovi.com?Subject=Query%20for%20MSN%20145614%20listed%20in%20myairlease.com",+1 817 807 7945,ERJ-145LR,2002,145614,16825/16140,AE 3007A1P,0/0/50,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"AeroVision International, http://www.myairlease.com/available/aerovision","Mr. J. Bardal, mailto:jbardal@aerovi.com?Subject=Query%20for%20MSN%20145567%20listed%20in%20myairlease.com",+1 817 807 7945,ERJ-145LR,2002,145567,16835/16172,AE 3007A1P,0/0/50,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"AeroVision International, http://www.myairlease.com/available/aerovision","Mr. J. Bardal, mailto:jbardal@aerovi.com?Subject=Query%20for%20MSN%20145534%20listed%20in%20myairlease.com",+1 817 807 7945,ERJ-145LR,2001,145534,18043/17024,AE 3007A1P,0/0/50,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"AeroVision International, http://www.myairlease.com/available/aerovision","Mr. J. Bardal, mailto:jbardal@aerovi.com?Subject=Query%20for%20MSN%20145429%20listed%20in%20myairlease.com",+1 817 807 7945,ERJ-145LR,2001,145429,17274/15954,AE 3007A1P,0/0/50,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"AeroVision International, http://www.myairlease.com/available/aerovision","Mr. J. Bardal, mailto:jbardal@aerovi.com?Subject=Query%20for%20MSN%20145384%20listed%20in%20myairlease.com",+1 817 807 7945,ERJ-145LR,2001,145384,19676/18664,AE 3007A1P,0/0/50,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"AeroVision International, http://www.myairlease.com/available/aerovision","Mr. J. Bardal, mailto:jbardal@aerovi.com?Subject=Query%20for%20MSN%20145125%20listed%20in%20myairlease.com",+1 817 807 7945,ERJ-145LR,1999,145125,38999/29566,AE 3007A1P,0/0/50,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"AeroVision International, http://www.myairlease.com/available/aerovision","Mr. J. Bardal, mailto:jbardal@aerovi.com?Subject=Query%20for%20MSN%20145123%20listed%20in%20myairlease.com",+1 817 807 7945,ERJ-145LR,1999,145123,38884/29567,AE 3007A1P,0/0/50,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"AeroVision International, http://www.myairlease.com/available/aerovision","Mr. J. Bardal, mailto:jbardal@aerovi.com?Subject=Query%20for%20MSN%20145116%20listed%20in%20myairlease.com",+1 817 807 7945,ERJ-145LR,1999,145116,39524/29857,AE 3007A1P,0/0/50,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"AeroVision International, http://www.myairlease.com/available/aerovision","Mr. J. Bardal, mailto:jbardal@aerovi.com?Subject=Query%20for%20MSN%20145091%20listed%20in%20myairlease.com",+1 817 807 7945,ERJ-145LR,1998,145091,39670/30099,AE 3007A1P,0/0/50,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"AeroVision International, http://www.myairlease.com/available/aerovision","Mr. J. Bardal, mailto:jbardal@aerovi.com?Subject=Query%20for%20MSN%21450610%20listed%20in%20myairlease.com",+1 817 807 7945,ERJ-145LR,1998,145061,40194/30339,AE 3007A1P,0/0/50,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"AeroVision International, http://www.myairlease.com/available/aerovision","Mr. J. Bardal, mailto:jbardal@aerovi.com?Subject=Query%20for%20MSN%20145057%20listed%20in%20myairlease.com",+1 817 807 7945,ERJ-145LR,1998,145057,38460/29104,AE 3007A1P,0/0/50,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"Airstream International, http://www.myairlease.com/available/airstream_international","Mr. A. Vandeleur, mailto:alex@airstream.aero?Subject=Query%20for%20MSN%20145458%20listed%20in%20myairlease.com",+44 1483 235737,ERJ-145EU,2001,145458,OR,AE 3007A1,OR,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"Airstream International, http://www.myairlease.com/available/airstream_international","Mr. A. Vandeleur, mailto:alex@airstream.aero?Subject=Query%20for%20MSN%20145482%20listed%20in%20myairlease.com",+44 1483 235737,ERJ-145EU,2001,145482,OR,AE 3007A1,OR,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"Airstream International, http://www.myairlease.com/available/airstream_international","Mr. A. Vandeleur, mailto:alex@airstream.aero?Subject=Query%20for%20MSN%20145395%20listed%20in%20myairlease.com",+44 1483 235737,ERJ-145LU,2001,145395,OR,AE 3007A1/2,OR,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"Airstream International, http://www.myairlease.com/available/airstream_international","Mr. P. Crutchfield, mailto:peterc@airstream.aero?Subject=Query%20for%20MSN%20145320%20listed%20in%20myairlease.com",+44 1483 235737,ERJ-145MP,2000,145320,OR,AE 3007A/1,0/0/49,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"BAC Leasing, http://www.myairlease.com/available/bac_leasing","Mr. D. Robinson, mailto:david.robinson@bac-leasing.com?Subject=Query%20for%20MSN%20145223%20listed%20in%20myairlease.com",+44 1732 522493,ERJ-145LR,2000,145223,OR,AE3007-A1,OR,S,1602,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"BAC Leasing, http://www.myairlease.com/available/bac_leasing","Mr. D. Robinson, mailto:david.robinson@bac-leasing.com?Subject=Query%20for%20MSN%20145277%20listed%20in%20myairlease.com",+44 1732 522493,ERJ-145LR,2000,145277,OR,AE3007-A1,OR,S,1602,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"Balkan Air, http://www.myairlease.com/available/balkan_air","Mr. M. Poranske, mailto:sales@airbg.eu?Subject=Query%20for%20MSN%2019000492%20listed%20in%20myairlease.com",+359 876 441499,ERJ-190AR,2011,19000492,OR,CF34-10E,0/8/100,A,1605,1610
"Aircraft, (Jets and Turboprops)",Embraer,"bmi regional, http://www.myairlease.com/available/bmi_regional","Mr. L. Rennie, mailto:lee.rennie@bmiregional.com?Subject=Query%20for%20MSN%20145339%20listed%20in%20myairlease.com",+44 1509 680 800,ERJ-145MP,2000,145339,20287/OR,AE3007A1-1,0/0/49,A,1602,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"Bristol Associates, http://www.myairlease.com/available/bristol_associates","Mrs. A. Kopinski, mailto:bristol@bristolassociates.com?Subject=Query%20for%20MSN%20145504%20listed%20in%20myairlease.com",+1 202 682 4000,ERJ-135LR,2001,145504,24796/25578,AE3007 A1/3,0/0/37,S,1603,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"Bristol Associates, http://www.myairlease.com/available/bristol_associates","Mrs. A. Kopinski, mailto:bristol@bristolassociates.com?Subject=Query%20for%20MSN%20145413%20listed%20in%20myairlease.com",+1 202 682 4000,ERJ-135LR,2001,145413,25596/26074,AE3007 A1/3,0/0/37,S,1603,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"Bristol Associates, http://www.myairlease.com/available/bristol_associates","Mrs. A. Kopinski, mailto:bristol@bristolassociates.com?Subject=Query%20for%20MSN%20145410%20listed%20in%20myairlease.com",+1 202 682 4000,ERJ-135LR,2001,145410,25396/25773,AE3007 A1/3,0/0/37,S,1603,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"Bristol Associates, http://www.myairlease.com/available/bristol_associates","Mrs. A. Kopinski, mailto:bristol@bristolassociates.com?Subject=Query%20for%20MSN%20145302%20listed%20in%20myairlease.com",+1 202 682 4000,ERJ-145LR,2000,145302,36514/27944,AE3007 A1/3,0/0/50,S,1603,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"Bristol Associates, http://www.myairlease.com/available/bristol_associates","Mrs. A. Kopinski, mailto:bristol@bristolassociates.com?Subject=Query%20for%20MSN%20145239%20listed%20in%20myairlease.com",+1 202 682 4000,ERJ-145LR,2000,145239,37250/28509,AE3007 A1/3,0/0/50,S,1603,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"Bristol Associates, http://www.myairlease.com/available/bristol_associates","Mrs. A. Kopinski, mailto:bristol@bristolassociates.com?Subject=Query%20for%20MSN%20145208%20listed%20in%20myairlease.com",+1 202 682 4000,ERJ-145LR,1999,145208,37661/28515,AE3007 A1/3,0/0/50,S,1603,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"Cabot Aviation, http://www.myairlease.com/available/cabot_aviation","Mr. T. Whitty, mailto:tony@cabotaviation.com?Subject=Query%20for%20MSN%2017000106%20listed%20in%20myairlease.com",+44 1293 844 759,ERJ-170LR,2005,17000106,21000/15500,CF34-8E5,0/0/76,OL,1605,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"Cabot Aviation, http://www.myairlease.com/available/cabot_aviation","Mr. T. Whitty, mailto:tony@cabotaviation.com?Subject=Query%20for%20MSN%2017000093%20listed%20in%20myairlease.com",+44 1293 844 759,ERJ-170LR,2005,17000093,21000/16500,CF34-8E5,0/0/76,OL,1605,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"Compass Capital Corporation, http://www.myairlease.com/available/compass","Mr. J. Dowell, mailto:jdowell@compasscapitalcorp.com?Subject=Query%20for%20MSN%2019000482%20listed%20in%20myairlease.com",+1 415 392 4900,ERJ-190AR,2011,19000482,OR,CF34-10E6,0/8/88,OL/S,1601,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"Compass Capital Corporation, http://www.myairlease.com/available/compass","Mr. J. Dowell, mailto:jdowell@compasscapitalcorp.com?Subject=Query%20for%20MSN%2019000393%20listed%20in%20myairlease.com",+1 415 392 4900,ERJ-190AR,2010,19000393,OR,CF34-10E6,0/8/88,OL/S,1601,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"Compass Capital Corporation, http://www.myairlease.com/available/compass","Mr. J. Dowell, mailto:jdowell@compasscapitalcorp.com?Subject=Query%20for%20MSN%2019000287%20listed%20in%20myairlease.com",+1 415 392 4900,ERJ-190AR,2009,19000287,OR,CF34-10E6,0/8/88,OL/S,1601,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"Compass Capital Corporation, http://www.myairlease.com/available/compass","Mr. J. Dowell, mailto:jdowell@compasscapitalcorp.com?Subject=Query%20for%20MSN%2019000205%20listed%20in%20myairlease.com",+1 415 392 4900,ERJ-190AR,2008,19000205,OR,CF34-10E6,0/8/88,OL/S,1601,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"Cronos Airlines, http://www.myairlease.com/available/cronos_airlines","Mr. A. Ronda, mailto:aroncor@cronosair.com?Subject=Query%20for%20MSN%20145301%20listed%20in%20myairlease.com",+240 555 979 029,ERJ-135LR,2000,145301,OR,AE 3007A1/3,0/7/30,A,1604,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"Denim Air, http://www.myairlease.com/available/denim_air","Mr. R. Janssen, mailto:rjanssen@denim.aero?Subject=Query%20for%20MSN%20145406%20listed%20in%20myairlease.com",+31 297 230 690,ERJ-145MP,2002,145406,OR,AE3007A1,OR,A,1604,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"ECC Leasing, http://www.myairlease.com/available/ecc_leasing","ECC Sales, mailto:eccsales@eccleasing.com?Subject=Query%20for%20MSN%2014501000%20listed%20in%20myairlease.com",+55 1298 1499 237,ERJ-145LR,2007,14501000,10156/9480,AE3007A1,0/0/50,OL/S,1604,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"ECC Leasing, http://www.myairlease.com/available/ecc_leasing","ECC Sales, mailto:eccsales@eccleasing.com?Subject=Query%20for%20MSN%2014501005%20listed%20in%20myairlease.com",+55 1298 1499 237,ERJ-145LR,2007,14501005,10532/9780,AE3007A1,0/0/50,OL/S,1604,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"ECC Leasing, http://www.myairlease.com/available/ecc_leasing","ECC Sales, mailto:eccsales@eccleasing.com?Subject=Query%20for%20MSN%20145715%20listed%20in%20myairlease.com",+55 1298 1499 237,ERJ-135LR,2003,145715,12857/12743,AE3007A1/3,0/16/0,OL/S,1604,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"ECC Leasing, http://www.myairlease.com/available/ecc_leasing","ECC Sales, mailto:eccsales@eccleasing.com?Subject=Query%20for%20MSN%20145402%20listed%20in%20myairlease.com",+55 1298 1499 237,ERJ-135LR,2001,145402,26140/22656,AE3007 A1/3,0/0/30,OL/S,1604,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"ECC Leasing, http://www.myairlease.com/available/ecc_leasing","ECC Sales, mailto:eccsales@eccleasing.com?Subject=Query%20for%20MSN%20145401%20listed%20in%20myairlease.com",+55 1298 1499 237,ERJ-135LR,2001,145401,26772/23461,AE3007 A1/3,0/0/37,OL/S,1604,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"FX Aviation, http://www.myairlease.com/available/fx_aviation","Mr. S. Parsons, mailto:Stephen@fxaviation.com?Subject=Query%20for%20MSN%20145053%20listed%20in%20myairlease.com",+1 864 990 5600,ERJ-145EP,1998,145053,30705/OR,AE 3007A1,OR,S,1604,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"Residco, http://www.myairlease.com/available/residco","Mr. S. Daniels, mailto:daniels@residco.com?Subject=Query%20for%20MSN%20145461%20listed%20in%20myairlease.com",+1 561 766 2142,ERJ-145LR,2001,145461,30456/25267,AE 3007-A1P,0/0/50,OL,1603,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"SkyWorld Aviation, http://www.myairlease.com/available/skyworld_aviation","Mrs. J. Hewitt, mailto:juliet@skyworld.co.uk?Subject=Query%20for%20MSN%20145597%20listed%20in%20myairlease.com",+44 1753 832088,ERJ-145LR,2000,145597,OR,AE 3007A1,OR,A,1605,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"SkyWorld Aviation, http://www.myairlease.com/available/skyworld_aviation","Mrs. J. Hewitt, mailto:juliet@skyworld.co.uk?Subject=Query%20for%20MSN%20145337%20listed%20in%20myairlease.com",+44 1753 832088,ERJ-145MP,2000,145337,OR,AE 3007A1,OR,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"SkyWorld Aviation, http://www.myairlease.com/available/skyworld_aviation","Mrs. J. Hewitt, mailto:juliet@skyworld.co.uk?Subject=Query%20for%20MSN%20145329%20listed%20in%20myairlease.com",+44 1753 832088,ERJ-145MP,2000,145329,OR,AE 3007A1/1,OR,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"SkyWorld Aviation, http://www.myairlease.com/available/skyworld_aviation","Mrs. J. Hewitt, mailto:juliet@skyworld.co.uk?Subject=Query%20for%20MSN%20145322%20listed%20in%20myairlease.com",+44 1753 832088,ERJ-145MP,2000,145322,OR,AE 3007A1,OR,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"SkyWorld Aviation, http://www.myairlease.com/available/skyworld_aviation","Mrs. J. Hewitt, mailto:juliet@skyworld.co.uk?Subject=Query%20for%20MSN%20145319%20listed%20in%20myairlease.com",+44 1753 832088,ERJ-145MP,2000,145319,OR,AE 3007A1/1,OR,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"SkyWorld Aviation, http://www.myairlease.com/available/skyworld_aviation","Mrs. J. Hewitt, mailto:juliet@skyworld.co.uk?Subject=Query%20for%20MSN%20145221%20listed%20in%20myairlease.com",+44 1753 832088,ERJ-145LR,2000,145221,OR,AE 3007A1,OR,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"SkyWorld Aviation, http://www.myairlease.com/available/skyworld_aviation","Mrs. J. Hewitt, mailto:juliet@skyworld.co.uk?Subject=Query%20for%20MSN%20145199%20listed%20in%20myairlease.com",+44 1753 832088,ERJ-145LR,1999,145199,OR,AE 3007A1,OR,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"SkyWorld Aviation, http://www.myairlease.com/available/skyworld_aviation","Mrs. J. Hewitt, mailto:juliet@skyworld.co.uk?Subject=Query%20for%20MSN%20145168%20listed%20in%20myairlease.com",+44 1753 832088,ERJ-145LR,1999,145168,OR,AE 3007A1,OR,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"SkyWorld Aviation, http://www.myairlease.com/available/skyworld_aviation","Mrs. J. Hewitt, mailto:juliet@skyworld.co.uk?Subject=Query%20for%20MSN%20145144%20listed%20in%20myairlease.com",+44 1753 832088,ERJ-145LR,1999,145144,OR,AE 3007A1,OR,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Fairchild,"Potomac Aviation, http://www.myairlease.com/available/potomac_aviation","Mr. M. Adams, mailto:michael.adams@potomacaviation.net?Subject=Query%20for%20MSN%20DC-830B%20listed%20in%20myairlease.com",+1 336 682 5441,Metro 23,1993,DC-830B,37279/41178,TPE331-12,0/0/19,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Fairchild,"Potomac Aviation, http://www.myairlease.com/available/potomac_aviation","Mr. M. Adams, mailto:michael.adams@potomacaviation.net?Subject=Query%20for%20MSN%20BC-780B%20listed%20in%20myairlease.com",+1 336 682 5441,Metro IIIB,1991,BC-780B,25631/26572,TPE331-12,0/0/19,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"SkyWorld Aviation, http://www.myairlease.com/available/skyworld_aviation","Mrs. J. Hewitt, mailto:juliet@skyworld.co.uk?Subject=Query%20for%20MSN%20145128%20listed%20in%20myairlease.com",+44 1753 832088,ERJ-145LR,1999,145128,OR,AE 3007A1,OR,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"Solenta Aviation, http://www.myairlease.com/available/solenta_aviation","Mr. M. Adams, mailto:michael.adams@solenta.com?Subject=Query%20for%20MSN%20145607%20listed%20in%20myairlease.com",+27 11 707 4000,ERJ-145LR,2002,145607,23800/24600,AE 3007A1,0/0/51,OL/A,1604,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"Solenta Aviation, http://www.myairlease.com/available/solenta_aviation","Mr. M. Adams, mailto:michael.adams@solenta.com?Subject=Query%20for%20MSN%20145396%20listed%20in%20myairlease.com",+27 11 707 4000,ERJ-135LR,2001,145396,26860/23770,AE 3007A3,0/0/37,OL/A,1604,IMM
"Aircraft, (Jets and Turboprops)",Fairchild,"Potomac Aviation, http://www.myairlease.com/available/potomac_aviation","Mr. M. Adams, mailto:michael.adams@potomacaviation.net?Subject=Query%20for%20MSN%20AC-735%20listed%20in%20myairlease.com",+1 336 682 5441,Metro III,1988,AC-735,39972/48336,TPE331-11,0/0/19,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Fairchild,"Potomac Aviation, http://www.myairlease.com/available/potomac_aviation","Mr. M. Adams, mailto:michael.adams@potomacaviation.net?Subject=Query%20for%20MSN%20AC-664%20listed%20in%20myairlease.com",+1 336 682 5441,Metro III,1986,AC-664,34259/48532,TPE331-11,0/0/19,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Fairchild,"Potomac Aviation, http://www.myairlease.com/available/potomac_aviation","Mr. M. Adams, mailto:michael.adams@potomacaviation.net?Subject=Query%20for%20MSN%20TC-409%20listed%20in%20myairlease.com",+1 336 682 5441,Metro II,1981,TC-409,29761/28160,TPE331-10,Freighter,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"Thomas Aviation Services, http://www.myairlease.com/available/thomas_aviation_services","Mr. M. Agnew, mailto:agnew@thomasaviation.net?Subject=Query%20for%20MSN%20145161%20listed%20in%20myairlease.com",+1 202 364 2775,ERJ-145LR,1999,145161,OR,AE 3007A1P,0/0/50,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"Thomas Aviation Services, http://www.myairlease.com/available/thomas_aviation_services","Mr. M. Agnew, mailto:agnew@thomasaviation.net?Subject=Query%20for%20MSN%20145159%20listed%20in%20myairlease.com",+1 202 364 2775,ERJ-145LR,1999,145159,OR,AE 3007A1P,0/0/50,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"Thomas Aviation Services, http://www.myairlease.com/available/thomas_aviation_services","Mr. M. Agnew, mailto:agnew@thomasaviation.net?Subject=Query%20for%20MSN%20145146%20listed%20in%20myairlease.com",+1 202 364 2775,ERJ-145LR,1999,145146,OR,AE 3007A1P,0/0/50,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Fairchild,"Potomac Aviation, http://www.myairlease.com/available/potomac_aviation","Mr. M. Adams, mailto:michael.adams@potomacaviation.net?Subject=Query%20for%20MSN%20TC-404%20listed%20in%20myairlease.com",+1 336 682 5441,Metro II,1981,TC-404,31526/35815,TPE331-10,Freighter,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Fairchild,"Potomac Aviation, http://www.myairlease.com/available/potomac_aviation","Mr. M. Adams, mailto:michael.adams@potomacaviation.net?Subject=Query%20for%20MSN%20TC-281%20listed%20in%20myairlease.com",+1 336 682 5441,Metro II,1979,TC-281,26537/37968,TPE331-10,Freighter,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"Thomas Aviation Services, http://www.myairlease.com/available/thomas_aviation_services","Mr. M. Agnew, mailto:agnew@thomasaviation.net?Subject=Query%20for%20MSN%20145072%20listed%20in%20myairlease.com",+1 202 364 2775,ERJ-145LR,1998,145072,39537/29974,AE 3007A1P,0/0/50,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"Thomas Aviation Services, http://www.myairlease.com/available/thomas_aviation_services","Mr. M. Agnew, mailto:agnew@thomasaviation.net?Subject=Query%20for%20MSN%20120326%20listed%20in%20myairlease.com",+1 202 364 2775,EMB-120,1996,120326,OR,PW118B,OR,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"Titan Aviation Group, http://www.myairlease.com/available/titan_aviation_group","Mr. L. Nicholls, mailto:Laurence@thghelicopters.com?Subject=Query%20for%20MSN%20145040%20listed%20in%20myairlease.com",+27 219 364 400,ERJ-145EP,1997,145040,32518/31869,AE 3007A1/P,0/0/50,OL/A,1603,IMM
